item,name,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112062441,Théodore Dabanga,Q112062128,Ministre des Finances et du Budget,2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_II,2022-05-19,Q112062441-14E8F11F-A500-4315-887E-0D4ACF9DD297
Q112062442,Timoléon M'baïkoua,Q112062120,Ministre de l’Éducation nationale,2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q112062442-E2F4E24A-8BFF-431D-870C-3F7952BDCE19
Q112072841,Adamou Mahamat,Q112072843,Ministre délégué auprès du ministre de l'Agriculture,2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q112072841-D9BD5C61-9801-4AB5-AB7A-D357958AE528
Q112072848,Aurélien-Simplice Zingas,Q112065515,Ministre délégué auprès du ministre de l'Education Nationale,2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q112072848-A8B703DA-B453-4516-BFB4-6CB0FDCB96B0
Q112072853,Jean-Prosper Wodobodé,Q112065519,"Ministre délégué auprès du ministre d'Etat à l'Equipement, aux Transports chargé de l'Equipement",2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q112072853-D45C4036-61C2-48A9-B192-F02B922208A0
Q112072871,Nicolas N'ganzé,Q112063562,Ministre délégué auprès du ministre des Finances,2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q112072871-16A4F5E1-4967-430B-8533-40B54782F7DB
Q15713200,Désiré Kolingba,Q112062160,"Ministre de la Jeunesse, des Sports, des Arts et de la Cullture",2004-01-07,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_II,2022-05-19,Q15713200-74530FF0-BBD5-444F-9F6D-7C1219E1FD58
Q19589575,Emilie Béatrice Epaye,Q112062133,"Ministre du Commerce, de l'Industrie et des PME",2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_II,2022-05-19,Q19589575-E39BA612-481F-4E05-97A8-FD6C3B33D47E
Q22210946,Fidèle Gouandjika,Q112062144,"Ministre des Postes et Télécommunications, chargé des Nouvelles technologies",2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_II,2022-05-19,Q22210946-F671DA7A-CA8D-4C9C-B0D9-524DCC3D343F
Q274641,Élie Doté,Q16773091,"Premier ministre, chef du Gouvernement",2005-06-13,2008-01-18,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q274641-D9DB1AE9-09E9-46DC-9B07-818B85FECE7E
Q58216808,Laurent N'gon-Baba,Q112065202,Ministre délégué auprès du ministre d'Etat aux Affaires étrangères,2005-06-19,2006-01-31,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q58216808-E2DDBBA4-461D-418C-B3FE-888357123145
Q58276,Jean-Paul Ngoupandé,Q18204366,"Ministre d’État aux Affaires Etrangères, à l'Intégration régionale et à la Francophonie",2005-06-19,2006-09-02,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q58276-A37662C1-070B-4CDA-A192-C3356DB6009B
Q5980906,Dieudonné-Stanislas M'bangot,Q112062150,Ministre chargé du Secrétariat général du gouvernement et des Relations avec le Parlement,2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q5980906-0E2BF96C-B3B8-42C3-90AF-B8B357D49E55
Q6763033,Marie-Solange Pagonéndji Ndakala,Q112062127,Ministre des Affaires Sociales,2004-09-02,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_I,2022-05-19,Q6763033-BC961D48-E24E-433E-8A6D-6C3D1E62ABE3
