item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q112074269,Cyriaque Gonda,Q112074270,"Ministre d'État chargé de la Communication, du Civisme, de la Réconciliation nationale et du Suivi du Dialogue",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074269-51BFB0D2-23B9-4D60-88DB-70385F1E22CF
Q112074280,Cyriaque Samba-Panza,Q112074281,Ministre de l'Équipement et du Désenclavement,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074280-3B9CA979-2F0F-4727-B9E6-CFEA6941E07B
Q112074285,Emmanuel Bizot,Q112062158,"Ministre des Eaux, Forêts, Chasses et Pêche",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074285-6DCB09C3-C6FE-46AA-8E9A-FC733DF74847
Q112074289,Gaston Mackouzangba,Q112062107,"Ministre de la Fonction Publique, du Travail, de la Sécurité Sociale et de l'Insertion professionnelle des Jeunes",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074289-FDAF6CFC-CBD4-4561-A06F-2BA451325624
Q112074346,Adouma Raymond,Q112065166,"Ministre délégué auprès du Ministre d'État au Plan, à l'Économie et à la Coopération Internationale",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074346-EC9AFE30-E680-4005-862B-436FC492EF98
Q112074604,Abdallah Kadi Hassan,Q112063562,Ministre Délégué auprès du Ministre des Finances et du Budget chargé de la Mobilisation des Ressources Financières,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074604-EACE7226-2B1F-4B45-9900-13CABC6D8974
Q112074606,Albert Bessé,Q112062128,Ministre des Finances et du Budget,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074606-824AA701-0A28-4D6F-917A-D1404ABCE817
Q112074628,Bernadette Say,Q112062127,"Ministre des Affaires Sociales, de la Solidarité nationale et de la Famille",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,female,Q112074628-69EC1F79-7581-43FA-8051-834DB7B87CA9
Q112074641,Djibrine Sall,Q112065515,"Ministre délégué auprès du Ministre de l'Éducation Nationale, de l'Enseignement Supérieur, de la Recherche, chargé de l'Enseignement Primaire, Secondaire, Technique et de l'Alphabétisation",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074641-FAAF1307-3063-4810-B009-6533DCA55011
Q112074646,Djollo-Djidou,Q112062132,Ministre de l'Habitat et du Logement,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074646-04C5546B-C066-4560-8460-5EFDEDC5D592
Q112074661,Faustin N'Telnoumbi,Q112062149,Ministre de la Reconstruction des Édifices Publics et de l'Urbanisme,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074661-7832A44A-C071-4434-A34B-F4C1B9BEDB91
Q112074670,François Naoyama,Q112074671,Ministre de l'Environnement et de l'Écologie,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,,Q112074670-AD0BD4DC-DDF7-4F6D-B12C-0490C43F4EC8
Q112074675,Jean Chrysostome Meckondongo,Q112074314,"Ministre délégué auprès du Ministre d'État aux Mines, à l'Énergie et à l'hydraulique chargé de l'Énergie et de l'Hydraulique",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074675-08DE008F-2B07-47FB-80BF-B4FFFF7F15B6
Q112074684,Moïse Kotaye,Q112074685,"Ministre de la Promotion des Petites et Moyennes Entreprises, du Secteur Informel et du Guichet Unique",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,,Q112074684-EB386F59-42AE-4A14-A277-A125A81C4C31
Q112074687,Thierry Savonaroye Maléyombo,Q112062144,"Ministre des Postes et Télécommunications, chargé des Nouvelles Technologies",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074687-8B434484-778B-40DE-9458-DA5659D0B157
Q112074691,Youssoufa Yerima Mandjo,Q112072843,"Ministre délégué auprès du Ministre du Développement Rural et de l'Agriculture, chargé de l'Élevage et de la Santé Animale",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074691-B6D8868F-DFDD-4AF5-852C-A81542866DF1
Q112074694,Élie Wefio,Q112062151,Ministre de l'Administration du Territoire et de la Décentralisation,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q112074694-21D5311E-2AFA-4612-A4A2-57505042F67C
Q15713200,Désiré Kolingba,Q112062160,Ministre chargé du Secrétariat Général du Gouvernement et des Relations avec les Institutions,2004-01-07,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q15713200-74530FF0-BBD5-444F-9F6D-7C1219E1FD58
Q19589575,Émilie Béatrice Epaye,Q112062133,Ministre du Commerce et de l'Industrie,2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,female,Q19589575-E39BA612-481F-4E05-97A8-FD6C3B33D47E
Q3165388,Bozizé Francis,Q112065194,"Ministre délégué à la Présidence de la République Chargé de la Défense Nationale, des Anciens Combattants, des Victimes de Guerre, du Désarmement et de la Restructuration de l'Armée",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q3165388-41DB694C-5C9A-4508-9B39-73A3EAF2A534
Q36070326,Ambroisine Kpongo,Q112065202,"Ministre délégué auprès du Ministre des Affaires Étrangères, de l'Intégration Régionale et de la Francophonie",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,female,Q36070326-9A2CF846-2FD9-4384-975B-1823D42816CA
Q57758,Faustin Touadéra,Q16773091,Premier ministre,2008-01-22,2013-01-17,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q57758-0294F7B1-24A1-4987-A2E0-741E9E54A5FE
Q58216808,Laurent Gon Baba,Q112062139,"Ministre de la Justice, Garde des Sceaux",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q58216808-66DD9EB5-5A16-41E5-BF81-4A957819402C
Q586215,Antoine Gambi,Q112062129,"Ministre des Affaires Étrangères, de l'Intégration Régionale et de la Francophonie",2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,male,Q586215-54FEB767-665B-486D-B0E3-6384329C216B
Q5980906,Dieudonné-Stanislas M’Bangot,Q112062150,Minister of Relations with the Parliament,2005-06-19,2013-03-24,,,male,Q5980906-0E2BF96C-B3B8-42C3-90AF-B8B357D49E55
Q6763033,Marie Solange Pagonendji Ndakala,Q112062153,Ministre du Développement du Tourisme et de l'Artisanat,2009-01-19,2011-04-22,https://fr.wikipedia.org/wiki/Gouvernement_Touad%C3%A9ra_II,2022-05-19,female,Q6763033-9880712C-5B56-4F34-A37F-7BDA7E575253
Q6763033,Marie Solange Pagonendji-Ndakala,Q112062127,"Minister of Family, Social Affairs and National Solidarity",2004-09-02,2013-03-24,,,female,Q6763033-BC961D48-E24E-433E-8A6D-6C3D1E62ABE3
