item,name,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112072853,Jean-Prosper Wodobodé,Q112065519,Ministre de l'Équipement et du désenclavement,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112072853-0EB1CC14-73E5-4C4B-BC35-66D05A453581
Q112072871,Nicolas Nganzé Doukou,Q112063562,Ministre délégué auprès du ministre des Finances,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112072871-CAA0769C-DA50-4B6A-A13A-9C0976D4B476
Q112073765,Dr Lala Konamna,Q112062147,Ministre de la Santé Publique et de la population,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112073765-B42DAF7C-E0DD-41CB-99C7-523FDF82CD3B
Q112073780,Emmanuel Bizzo,Q112062158,"Ministre aux Eaux, Forêts, Chasses et Pêche, chargé de l'Environnement",2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112073780-4EA615A2-B338-43EC-9D49-894C7F18F0D7
Q112074057,Abdou Karim Mekassoua,Q112073784,"Ministre d'État de la Communication, de la Réconciliation Nationale, à la Culture Démocratique et à la Promotion des droits de l'Homme",2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112074057-BE3DD6D1-0FB1-4119-83E3-34ECA71C0DE1
Q112074063,Dr David Banzokou,Q112072843,Ministre délégué au près du ministre d'État chargé de l'agriculture,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112074063-51759DCF-58A4-4426-B494-09127E8C866C
Q112074121,Rosalie Koudounguere,Q112062156,"Ministre du Commerce, de l'Industrie et des PME",2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112074121-379C4F73-59F2-43C8-827D-CE71904A77B5
Q112074128,Mme Yvonne Mboïssona,Q112062153,Ministre du Développement du Tourisme et de l'Artisanat,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q112074128-E76484C8-2C9C-4EF4-801F-464141B22A23
Q11855176,Charles-Armel Doubane,Q112062142,Ministre de l'Éducation Nationale,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q11855176-8F3B283D-A333-4C87-9192-EF7C2AADBA95
Q15713200,Désiré Kolingba,Q112062160,"Ministre de la Jeunesse, des Sports",2004-01-07,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q15713200-74530FF0-BBD5-444F-9F6D-7C1219E1FD58
Q17350645,Marie-Reine Hassen,Q112065202,"Ministre délégué auprès du ministre des Affaires Étrangères, de l'Intégration Régionale et de la Francophonie",2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q17350645-BE88134A-73C2-484D-A3A1-8CF7FE5EA94B
Q19589575,Émilie Béatrice Epaye,Q112062133,Minister of Industry and Trade,2005-06-19,2013-03-24,,,Q19589575-E39BA612-481F-4E05-97A8-FD6C3B33D47E
Q22210946,Fidèle Gouandjika,Q112062144,"Ministre des Postes et Télécommunications, chargé des Nouvelles technologies",2005-06-19,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q22210946-F671DA7A-CA8D-4C9C-B0D9-524DCC3D343F
Q274641,Élie Doté,Q16773091,"Premier ministre, chef du Gouvernement, Ministre des Finances et du Budget",2005-06-13,2008-01-18,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q274641-D9DB1AE9-09E9-46DC-9B07-818B85FECE7E
Q3010597,Côme Zoumara,Q18204366,"Ministre des Affaires Étrangères, de l'Intégration Régionale et de la Francophonie",2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q3010597-76E97659-C167-49BA-A428-0083899C55FE
Q57758,Faustin-Archange Touadéra,Q16773091,Prime Minister of the Central African Republic,2008-01-22,2013-01-17,,,Q57758-0294F7B1-24A1-4987-A2E0-741E9E54A5FE
Q58216808,Laurent N'gon-Baba,Q112066081,Ministre chargé du Secrétariat général du gouvernement et des Relations avec le Parlement,2006-09-02,2008-01-28,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q58216808-7686CAAA-D66E-45E1-A388-5B208F5E4B29
Q5980906,Dieudonné-Stanislas M’Bangot,Q112062150,Minister of Relations with the Parliament,2005-06-19,2013-03-24,,,Q5980906-0E2BF96C-B3B8-42C3-90AF-B8B357D49E55
Q6763033,Marie-Solange Pagonéndji Ndakala,Q112062127,Ministre des Affaires Sociales,2004-09-02,2013-03-24,https://fr.wikipedia.org/wiki/Gouvernement_Dot%C3%A9_III,2022-05-19,Q6763033-BC961D48-E24E-433E-8A6D-6C3D1E62ABE3
